yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
198009,125.46,6.0700,14.6400,0.9216876515,0.1027,0.1202,0.1370,0.1185,0.0237960395,0.007500,0.0084033613,-0.0262,-0.0237,0.0026574057,0.0007654027,0.027935,0.025155
198010,127.47,6.1000,14.7000,0.9295936138,0.1162,0.1231,0.1423,0.1231,0.0227691861,0.009500,0.0095238095,-0.0263,-0.0159,0.0021906435,0.0014456625,0.017809,0.014742
198011,140.52,6.1300,14.7600,0.8651619788,0.1373,0.1297,0.1464,0.1230,0.0219492748,0.009600,0.0082547170,0.0100,0.0017,0.0024190718,0.0013118477,0.109910,0.103015
198012,135.76,6.1600,14.8200,0.8915030239,0.1549,0.1321,0.1514,0.1199,0.0268163754,0.013100,0.0093567251,0.0352,0.0248,0.0029515288,0.0010201575,-0.030634,-0.033006
198101,129.55,6.2000,14.7400,0.9072386965,0.1502,0.1281,0.1503,0.1211,0.0286954334,0.010400,0.0081112399,-0.0115,-0.0130,0.0015974348,0.0007105859,-0.043370,-0.045036
198102,131.27,6.2400,14.6600,0.8818157565,0.1479,0.1335,0.1537,0.1283,0.0300093729,0.010700,0.0103448276,-0.0435,-0.0269,0.0015309090,0.0007315691,0.021267,0.013492
198103,136.00,6.2800,14.5800,0.9249205574,0.1336,0.1333,0.1534,0.1248,0.0279392980,0.012100,0.0068259386,0.0384,0.0311,0.0020759444,0.0004488745,0.038285,0.035426
198104,132.81,6.3167,14.7233,0.9305938361,0.1369,0.1388,0.1556,0.1332,0.0273520119,0.010800,0.0067796610,-0.0518,-0.0769,0.0008320026,0.0004158480,-0.020211,-0.021967
198105,132.59,6.3533,14.8667,0.9362238467,0.1630,0.1432,0.1595,0.1265,0.0288446179,0.011500,0.0078563412,0.0622,0.0595,0.0009216880,-0.0000003183,0.006539,-0.001124
198106,131.21,6.3900,15.0100,0.9504749816,0.1473,0.1375,0.1580,0.1304,0.0278934365,0.013500,0.0089086860,-0.0179,0.0023,0.0009955428,-0.0000570271,-0.008255,-0.011180
198107,130.92,6.4333,15.0967,0.9749669236,0.1495,0.1438,0.1617,0.1370,0.0255902194,0.012400,0.0110375276,-0.0353,-0.0372,0.0011029891,-0.0003242940,0.000714,-0.000946
198108,122.79,6.4767,15.1833,1.0533540563,0.1551,0.1489,0.1634,0.1445,0.0269917415,0.012800,0.0076419214,-0.0386,-0.0345,0.0018249381,-0.0008086402,-0.055540,-0.063659
198109,116.18,6.5200,15.2700,1.0923786442,0.1470,0.1549,0.1692,0.1482,0.0214833701,0.012400,0.0097508126,-0.0145,-0.0199,0.0027611735,-0.0005421827,-0.050466,-0.053500
198110,121.89,6.5567,15.3000,1.0890856841,0.1354,0.1540,0.1711,0.1384,0.0148971083,0.012100,0.0021459227,0.0829,0.0521,0.0020782516,-0.0008184993,0.052115,0.048694
198111,126.35,6.5933,15.3300,1.0444554433,0.1086,0.1422,0.1639,0.1220,0.0156728261,0.010700,0.0032119914,0.1410,0.1267,0.0015040033,-0.0010171618,0.043827,0.035918
198112,122.55,6.6300,15.3600,1.0611428571,0.1085,0.1423,0.1655,0.1334,0.0119096464,0.008700,0.0032017076,-0.0713,-0.0580,0.0009057975,-0.0012794664,-0.027059,-0.029745
198201,120.40,6.6600,15.1767,1.0658936976,0.1228,0.1518,0.1710,0.1415,0.0107004867,0.008000,0.0031914894,0.0046,-0.0129,0.0025219329,-0.0018827690,-0.015367,-0.016874
198202,113.11,6.6900,14.9933,1.1262873155,0.1348,0.1527,0.1718,0.1402,0.0105060983,0.009200,0.0031813362,0.0182,0.0312,0.0019182315,-0.0020617645,-0.050441,-0.059588
198203,111.96,6.7200,14.8100,1.1857505743,0.1268,0.1458,0.1682,0.1387,0.0055484327,0.009800,-0.0010570825,0.0231,0.0306,0.0017952261,-0.0018891454,-0.006805,-0.010463
198204,116.44,6.7500,14.5967,1.1499834976,0.1270,0.1446,0.1678,0.1348,0.0029236858,0.011300,0.0042328042,0.0373,0.0338,0.0012468205,-0.0019337418,0.041550,0.040063
198205,111.88,6.7800,14.3833,1.1904238963,0.1209,0.1426,0.1664,0.1358,-0.0009581844,0.010600,0.0094836670,0.0034,0.0245,0.0008548156,-0.0021173595,-0.029505,-0.039834
198206,109.61,6.8100,14.1700,1.2015814171,0.1247,0.1481,0.1692,0.1412,0.0012130304,0.009600,0.0125260960,-0.0223,-0.0468,0.0014902926,-0.0021779315,-0.015779,-0.018934
198207,107.09,6.8233,13.9667,1.2065298046,0.1135,0.1461,0.1680,0.1352,-0.0115518915,0.010500,0.0051546392,0.0501,0.0540,0.0009585831,-0.0020625268,-0.020199,-0.022058
198208,119.51,6.8367,13.7633,1.0824244710,0.0868,0.1371,0.1632,0.1254,-0.0028576304,0.007600,0.0020512821,0.0781,0.0837,0.0064159331,-0.0022225570,0.127402,0.116647
198209,120.42,6.8500,13.5600,1.0885355649,0.0792,0.1294,0.1563,0.1183,0.0005507087,0.005100,0.0020470829,0.0618,0.0623,0.0021312943,-0.0018631355,0.010496,0.007717
198210,133.71,6.8567,13.2533,0.9837454120,0.0771,0.1212,0.1473,0.1112,0.0065578321,0.005900,0.0030643514,0.0634,0.0759,0.0061259079,-0.0018347028,0.113863,0.111235
198211,138.54,6.8633,12.9467,0.9387268109,0.0807,0.1168,0.1430,0.1125,0.0009581552,0.006300,-0.0020366599,-0.0002,0.0201,0.0054916495,-0.0018583802,0.045754,0.037554
198212,140.64,6.8700,12.6400,0.9322147266,0.0794,0.1183,0.1414,0.1095,0.0029900535,0.006700,-0.0040816327,0.0312,0.0108,0.0024902383,-0.0013463488,0.016835,0.014676
198301,145.30,6.8833,12.5667,0.9069443153,0.0786,0.1179,0.1394,0.1113,0.0021947601,0.006900,0.0020491803,-0.0309,-0.0094,0.0032808574,-0.0013635098,0.035293,0.033317
198302,148.06,6.8967,12.4933,0.8768492387,0.0811,0.1201,0.1395,0.1060,0.0003558813,0.006200,0.0010224949,0.0492,0.0428,0.0019116417,-0.0013809871,0.025733,0.018539
198303,152.96,6.9100,12.4200,0.7800677858,0.0835,0.1173,0.1361,0.1083,0.0059935424,0.006300,0.0000000000,-0.0094,0.0072,0.0015718210,-0.0012148534,0.035470,0.032459
198304,164.42,6.9200,12.4767,0.7188876203,0.0821,0.1151,0.1329,0.1051,0.0066268443,0.007100,0.0071501532,0.0350,0.0548,0.0014237505,-0.0008706069,0.075719,0.074655
198305,162.39,6.9300,12.5333,0.7345955766,0.0819,0.1146,0.1309,0.1112,0.0104289126,0.006900,0.0060851927,-0.0386,-0.0324,0.0010846140,-0.0006398717,-0.005687,-0.012100
198306,168.11,6.9400,12.5900,0.7213820420,0.0879,0.1174,0.1337,0.1119,0.0158265510,0.006700,0.0030241935,0.0039,-0.0046,0.0013991486,-0.0008278121,0.036970,0.033719
198307,162.56,6.9600,12.8267,0.7350611231,0.0908,0.1215,0.1339,0.1198,0.0253802086,0.007400,0.0040201005,-0.0486,-0.0455,0.0022928246,-0.0012450162,-0.031238,-0.032321
198308,164.40,6.9800,13.0633,0.7248223918,0.0934,0.1251,0.1364,0.1210,0.0194746307,0.007600,0.0030030030,0.0020,0.0051,0.0013690453,-0.0013006754,0.015864,0.009484
198309,166.07,7.0000,13.3000,0.7148475830,0.0900,0.1237,0.1355,0.1157,0.0231783929,0.007600,0.0049900200,0.0505,0.0392,0.0010572931,-0.0018284324,0.014105,0.010838
198310,163.55,7.0300,13.5433,0.7194743715,0.0864,0.1225,0.1346,0.1188,0.0247443760,0.007600,0.0029791460,-0.0132,-0.0025,0.0011153555,-0.0017022483,-0.013108,-0.014695
198311,166.40,7.0600,13.7867,0.6908198931,0.0876,0.1241,0.1361,0.1176,0.0266368271,0.007000,0.0019801980,0.0183,0.0142,0.0008363031,-0.0015962358,0.023846,0.017363
198312,164.93,7.0900,14.0300,0.7003591178,0.0900,0.1257,0.1375,0.1197,0.0270568970,0.007300,0.0009881423,-0.0059,-0.0033,0.0005281144,-0.0016937271,-0.005749,-0.008699
198401,163.41,7.1200,14.4400,0.7221976437,0.0890,0.1220,0.1365,0.1180,0.0307360053,0.007600,0.0059230010,0.0244,0.0270,0.0007946061,-0.0020953326,-0.003898,-0.005657
198402,157.06,7.1500,14.8500,0.7634480310,0.0909,0.1208,0.1359,0.1217,0.0267017483,0.007100,0.0049067713,-0.0178,-0.0172,0.0020194765,-0.0019284684,-0.034034,-0.039505
198403,159.18,7.1800,15.2600,0.7624754269,0.0952,0.1257,0.1399,0.1253,0.0241049363,0.007300,0.0019531250,-0.0156,-0.0235,0.0013545875,-0.0020079516,0.017295,0.013714
198404,160.05,7.2233,15.5733,0.7586589793,0.0969,0.1281,0.1431,0.1284,0.0226819545,0.008100,0.0048732943,-0.0105,-0.0073,0.0010355282,-0.0019147215,0.006781,0.005229
198405,150.55,7.2667,15.8867,0.8039100330,0.0983,0.1328,0.1474,0.1381,0.0215141284,0.007800,0.0029097963,-0.0516,-0.0483,0.0009330503,-0.0017415154,-0.053131,-0.059544
198406,153.18,7.3100,16.2000,0.7843518191,0.0987,0.1355,0.1505,0.1374,0.0013040651,0.007500,0.0029013540,0.0150,0.0199,0.0016757627,-0.0018792426,0.022937,0.018709
198407,150.66,7.3333,16.3200,0.7963919375,0.1012,0.1344,0.1515,0.1293,-0.0018621419,0.008200,0.0038572806,0.0693,0.0586,0.0008656576,-0.0013404002,-0.013765,-0.015641
198408,166.68,7.3567,16.4400,0.7254283801,0.1047,0.1287,0.1463,0.1270,-0.0031008335,0.008300,0.0038424592,0.0266,0.0307,0.0031268328,-0.0014445113,0.112438,0.105753
198409,166.10,7.3800,16.5600,0.7360509153,0.1037,0.1266,0.1435,0.1235,-0.0094925469,0.008600,0.0047846890,0.0342,0.0314,0.0009432267,-0.0014075399,-0.000064,-0.003292
198410,166.09,7.4300,16.5867,0.7356424655,0.0974,0.1263,0.1394,0.1173,-0.0135284804,0.010000,0.0028571429,0.0561,0.0572,0.0012918483,-0.0018743573,0.003331,0.000216
198411,163.58,7.4800,16.6133,0.7470519959,0.0861,0.1229,0.1348,0.1169,-0.0218772065,0.007300,0.0000000000,0.0118,0.0212,0.0010202895,-0.0016267860,-0.009841,-0.014950
198412,167.24,7.5300,16.6400,0.7330983765,0.0806,0.1213,0.1340,0.1170,-0.0271967866,0.006400,0.0000000000,0.0091,0.0128,0.0011901054,-0.0011276635,0.025556,0.021843
198501,179.63,7.5733,16.5567,0.6902554458,0.0776,0.1208,0.1326,0.1127,-0.0299050052,0.006500,0.0018993352,0.0364,0.0325,0.0016358207,-0.0015489468,0.076868,0.074737
198502,181.19,7.6167,16.4733,0.6917391609,0.0827,0.1213,0.1323,0.1209,-0.0245189175,0.005800,0.0047393365,-0.0493,-0.0373,0.0007452963,-0.0015429552,0.014166,0.008886
198503,180.66,7.6600,16.3900,0.7236457791,0.0852,0.1256,0.1369,0.1181,-0.0248157693,0.006200,0.0037735849,0.0307,0.0179,0.0008022855,-0.0018750597,-0.000636,-0.003980
198504,179.83,7.6867,16.1300,0.7286615901,0.0795,0.1223,0.1351,0.1162,-0.0224117930,0.007200,0.0046992481,0.0242,0.0296,0.0004598802,-0.0020781902,-0.003704,-0.005413
198505,189.55,7.7133,15.8700,0.6968929839,0.0748,0.1172,0.1315,0.1062,-0.0254809306,0.006600,0.0037418148,0.0896,0.0820,0.0008338603,-0.0021886417,0.062740,0.056847
198506,191.85,7.7400,15.6100,0.6864301439,0.0695,0.1094,0.1240,0.1055,-0.0266075139,0.005500,0.0027958993,0.0142,0.0083,0.0007415203,-0.0021959653,0.016065,0.012925
198507,190.92,7.7733,15.4833,0.6803220899,0.0708,0.1097,0.1243,0.1091,-0.0246386630,0.006200,0.0018587361,-0.0180,-0.0121,0.0007186299,-0.0021281896,-0.003321,-0.005235
198508,188.63,7.8067,15.3567,0.6871762580,0.0714,0.1105,0.1250,0.1068,-0.0242274732,0.005500,0.0018552876,0.0259,0.0260,0.0006296953,-0.0022594762,-0.006473,-0.011871
198509,182.08,7.8400,15.2300,0.6899588298,0.0710,0.1107,0.1248,0.1082,-0.0312943542,0.006000,0.0027777778,-0.0021,0.0071,0.0008658431,-0.0021212744,-0.033248,-0.036197
198510,189.82,7.8600,15.0233,0.6670256347,0.0716,0.1102,0.1236,0.1051,-0.0270693422,0.006500,0.0036934441,0.0338,0.0329,0.0009117640,-0.0019171880,0.045079,0.042653
198511,202.17,7.8800,14.8167,0.6227031580,0.0724,0.1055,0.1199,0.1011,-0.0277158730,0.006100,0.0027598896,0.0401,0.0370,0.0009430684,-0.0018144765,0.071887,0.066630
198512,211.28,7.9000,14.6100,0.5926926882,0.0710,0.1016,0.1158,0.0956,-0.0194650815,0.006500,0.0027522936,0.0541,0.0469,0.0012300755,-0.0017213560,0.048156,0.045156
198601,211.78,7.9400,14.5800,0.5835173999,0.0707,0.1005,0.1144,0.0958,-0.0191717774,0.005600,0.0027447392,-0.0025,0.0045,0.0019201584,-0.0018472645,0.004706,0.002962
198602,226.92,7.9800,14.5500,0.5363767217,0.0706,0.0967,0.1111,0.0841,-0.0179142569,0.005300,-0.0027372263,0.1145,0.0752,0.0010892902,-0.0019917179,0.076525,0.071556
198603,238.90,8.0200,14.5200,0.5196276277,0.0656,0.0900,0.1050,0.0766,-0.0164196221,0.006000,-0.0045745654,0.0770,0.0256,0.0013737344,-0.0019183155,0.055832,0.053320
198604,235.52,8.0467,14.5833,0.5297144587,0.0606,0.0879,0.1019,0.0782,-0.0245847833,0.005200,-0.0018382353,-0.0080,0.0016,0.0024589457,-0.0022293278,-0.013348,-0.015054
198605,247.35,8.0733,14.6467,0.5035407708,0.0615,0.0909,0.1029,0.0848,-0.0218719553,0.004900,0.0027624309,-0.0505,-0.0164,0.0013699311,-0.0022166983,0.055326,0.050804
198606,250.84,8.1000,14.7100,0.4992814574,0.0621,0.0913,0.1034,0.0790,-0.0122932373,0.005200,0.0055096419,0.0613,0.0218,0.0015965185,-0.0025621870,0.015744,0.013310
198607,236.12,8.1433,14.7567,0.5323014009,0.0583,0.0888,0.1016,0.0809,-0.0112860333,0.005200,0.0000000000,-0.0108,0.0031,0.0024158243,-0.0023567229,-0.057541,-0.059378
198608,252.93,8.1867,14.8033,0.4978033440,0.0553,0.0872,0.1018,0.0763,-0.0096769523,0.004600,0.0018264840,0.0499,0.0275,0.0012605846,-0.0026330017,0.074417,0.070076
198609,231.32,8.2300,14.8500,0.5346292671,0.0521,0.0889,0.1020,0.0827,-0.0051386604,0.004500,0.0045578851,-0.0500,-0.0114,0.0042073830,-0.0023794300,-0.083243,-0.085664
198610,243.98,8.2467,14.7267,0.5032458023,0.0518,0.0886,0.1024,0.0803,-0.0080245039,0.004600,0.0009074410,0.0289,0.0189,0.0009905938,-0.0022567755,0.056538,0.053813
198611,249.22,8.2633,14.6033,0.4936710845,0.0535,0.0868,0.1007,0.0779,-0.0021244383,0.003900,0.0009066183,0.0267,0.0233,0.0017308565,-0.0024090172,0.024876,0.019717
198612,242.17,8.2800,14.4800,0.4984308658,0.0553,0.0849,0.0997,0.0789,-0.0113759993,0.004900,0.0009057971,-0.0018,0.0117,0.0012623423,-0.0022403247,-0.027513,-0.030174
198701,274.08,8.3000,14.6867,0.4378973513,0.0543,0.0836,0.0972,0.0778,-0.0058406587,0.004200,0.0063348416,0.0161,0.0216,0.0024782274,-0.0020474996,0.135183,0.133724
198702,284.20,8.3200,14.8933,0.4249119825,0.0559,0.0838,0.0965,0.0763,-0.0045059361,0.004300,0.0035971223,0.0202,0.0058,0.0014122466,-0.0020419471,0.041778,0.037845
198703,291.70,8.3400,15.1000,0.4280402137,0.0559,0.0836,0.0961,0.0795,-0.0022174302,0.004700,0.0044802867,-0.0223,-0.0087,0.0019710953,-0.0020372883,0.026336,0.023832
198704,288.36,8.4000,14.8733,0.4314718592,0.0564,0.0885,0.1004,0.0859,0.0044930045,0.004400,0.0053523640,-0.0473,-0.0502,0.0041939063,-0.0017254676,-0.009045,-0.011093
198705,290.10,8.4600,14.6467,0.4304908862,0.0566,0.0933,0.1051,0.0880,0.0069409582,0.003800,0.0035492458,-0.0105,-0.0052,0.0024892339,-0.0016698040,0.009128,0.005199
198706,304.00,8.5200,14.4200,0.4078923974,0.0567,0.0932,0.1052,0.0877,0.0052024616,0.004800,0.0035366932,0.0098,0.0155,0.0010704212,-0.0017502493,0.050140,0.047654
198707,318.66,8.5667,14.9000,0.3835432162,0.0569,0.0942,0.1061,0.0907,0.0018821969,0.004600,0.0026431718,-0.0178,-0.0119,0.0008181600,-0.0016543335,0.049843,0.047883
198708,329.80,8.6133,15.3800,0.3704538200,0.0604,0.0967,0.1080,0.0936,0.0019974361,0.004700,0.0052724077,-0.0165,-0.0075,0.0017761286,-0.0016393770,0.039108,0.035441
198709,321.83,8.6600,15.8600,0.3799667216,0.0640,0.1018,0.1131,0.0992,0.0063503319,0.004500,0.0052447552,-0.0369,-0.0422,0.0025348306,-0.0028272050,-0.021940,-0.024079
198710,251.79,8.7100,16.4067,0.4948508425,0.0613,0.1052,0.1162,0.0926,0.0104777401,0.006000,0.0026086957,0.0623,0.0507,0.0709451379,-0.0029006428,-0.215795,-0.217944
198711,230.30,8.7600,16.9533,0.5380273240,0.0569,0.1001,0.1123,0.0931,0.0098984399,0.003500,0.0008673027,0.0037,0.0125,0.0067854547,-0.0027874932,-0.081874,-0.086541
198712,247.08,8.8100,17.5000,0.5088120155,0.0577,0.1011,0.1129,0.0920,0.0132747560,0.003900,0.0000000000,0.0165,0.0212,0.0068521879,-0.0027006902,0.073922,0.071025
198801,257.07,8.8567,17.8633,0.5037738354,0.0581,0.0988,0.1107,0.0852,0.0084227445,0.002900,0.0025996534,0.0666,0.0517,0.0091575080,-0.0024314059,0.042712,0.041086
198802,267.82,8.9033,18.2267,0.4761973721,0.0566,0.0940,0.1062,0.0854,0.0087922636,0.004600,0.0025929127,0.0052,0.0138,0.0019673463,-0.0024640666,0.047445,0.040574
198803,258.89,8.9500,18.5900,0.5075299538,0.0570,0.0939,0.1057,0.0901,0.0060800302,0.004400,0.0043103448,-0.0307,-0.0188,0.0016591988,-0.0025722006,-0.030847,-0.033368
198804,261.33,9.0433,19.6167,0.4964744899,0.0591,0.0967,0.1090,0.0929,0.0050636719,0.004600,0.0051502146,-0.0160,-0.0149,0.0034595611,-0.0028162559,0.010516,0.008773
198805,262.16,9.1367,20.6433,0.4967702548,0.0626,0.0990,0.1104,0.0952,0.0013473054,0.005100,0.0034158839,-0.0102,-0.0057,0.0025557732,-0.0026966180,0.008012,0.002882
198806,273.50,9.2300,21.6700,0.4711188723,0.0646,0.0986,0.1100,0.0917,-0.0053979214,0.004900,0.0042553191,0.0368,0.0379,0.0023613077,-0.0026466970,0.047676,0.045068
198807,272.02,9.3067,22.0233,0.4739915349,0.0673,0.0996,0.1111,0.0947,-0.0028231284,0.005100,0.0042372881,-0.0170,-0.0111,0.0019106187,-0.0028339008,-0.004458,-0.007393
198808,261.52,9.3833,22.3767,0.4966406615,0.0706,0.1011,0.1121,0.0950,-0.0062397522,0.005900,0.0042194093,0.0058,0.0054,0.0013903193,-0.0028375883,-0.032488,-0.037290
198809,271.91,9.4600,22.7300,0.4775404537,0.0724,0.0982,0.1090,0.0917,-0.0100015137,0.006200,0.0067226891,0.0345,0.0326,0.0011927398,-0.0026083753,0.042739,0.040086
198810,278.97,9.5567,23.0700,0.4695971889,0.0735,0.0951,0.1041,0.0889,-0.0104624725,0.006100,0.0033388982,0.0308,0.0273,0.0016315424,-0.0023128648,0.026891,0.023328
198811,273.70,9.6533,23.4100,0.4771791101,0.0776,0.0945,0.1048,0.0923,-0.0077649556,0.005700,0.0008319468,-0.0196,-0.0169,0.0013479967,-0.0024350420,-0.014355,-0.019770
198812,277.72,9.7500,23.7500,0.4652835740,0.0807,0.0957,0.1065,0.0918,-0.0214057475,0.006300,0.0016625104,0.0110,0.0039,0.0006281109,-0.0022913172,0.018553,0.015184
198901,297.47,9.8370,24.1533,0.4307694935,0.0827,0.0962,0.1065,0.0903,-0.0223605106,0.005500,0.0049792531,0.0203,0.0202,0.0009645729,-0.0025423857,0.072303,0.069633
198902,288.86,9.9240,24.5567,0.4467784572,0.0853,0.0964,0.1061,0.0935,-0.0248233720,0.006100,0.0041288192,-0.0179,-0.0129,0.0011760790,-0.0022795386,-0.025031,-0.029187
198903,294.87,10.0110,24.9600,0.4686914136,0.0882,0.0980,0.1067,0.0929,-0.0231021339,0.006700,0.0057565789,0.0122,0.0064,0.0012864519,-0.0023804474,0.023038,0.020440
198904,309.64,10.1300,25.0467,0.4444352572,0.0865,0.0979,0.1061,0.0918,-0.0228019666,0.006700,0.0065412919,0.0159,0.0213,0.0009555837,-0.0026446865,0.051707,0.049899
198905,320.52,10.2490,25.1333,0.4334415257,0.0843,0.0957,0.1046,0.0878,-0.0277140566,0.007900,0.0056864338,0.0401,0.0379,0.0010730556,-0.0027039558,0.041022,0.035451
198906,317.98,10.3680,25.2200,0.4405629370,0.0815,0.0910,0.1003,0.0821,-0.0239480705,0.007100,0.0024232633,0.0550,0.0395,0.0014295303,-0.0026943259,-0.005611,-0.007940
198907,346.08,10.4900,24.7100,0.4040350890,0.0788,0.0893,0.0987,0.0801,-0.0285362150,0.007000,0.0024174053,0.0238,0.0178,0.0010188257,-0.0025756293,0.090053,0.088194
198908,351.45,10.6120,24.2000,0.3927270602,0.0790,0.0896,0.0988,0.0841,-0.0248221492,0.007400,0.0016077170,-0.0259,-0.0163,0.0013804507,-0.0026672979,0.019853,0.015516
198909,349.15,10.7340,23.6900,0.3992097504,0.0775,0.0901,0.0991,0.0847,-0.0257470986,0.006500,0.0032102729,0.0019,0.0040,0.0005501917,-0.0027566186,-0.004004,-0.006616
198910,340.36,10.8410,23.4167,0.4064149288,0.0764,0.0892,0.0981,0.0810,-0.0243506384,0.006800,0.0048000000,0.0379,0.0276,0.0056359108,-0.0025489149,-0.023639,-0.025668
198911,345.99,10.9480,23.1433,0.3972257018,0.0769,0.0889,0.0981,0.0808,-0.0270327725,0.006900,0.0023885350,0.0078,0.0070,0.0008448088,-0.0026664039,0.020479,0.016641
198912,353.40,11.0550,22.8700,0.3904547436,0.0763,0.0886,0.0982,0.0816,-0.0123335365,0.006100,0.0015885624,-0.0006,0.0006,0.0009234228,-0.0029288342,0.022657,0.019988
199001,329.08,11.1427,22.4700,0.4149713959,0.0764,0.0899,0.0994,0.0865,-0.0138967896,0.005700,0.0103092784,-0.0343,-0.0191,0.0028920477,-0.0028601947,-0.067661,-0.069407
199002,331.89,11.2303,22.0700,0.4091730897,0.0774,0.0922,0.1014,0.0876,-0.0117292028,0.005700,0.0047095761,-0.0025,-0.0012,0.0010085783,-0.0026738677,0.013381,0.008986
199003,339.94,11.3180,21.6700,0.4713339564,0.0790,0.0937,0.1021,0.0889,-0.0102914402,0.006400,0.0054687500,-0.0044,-0.0011,0.0010322447,-0.0023641623,0.026588,0.024360
199004,330.80,11.4330,21.5333,0.4802842560,0.0777,0.0946,0.1030,0.0924,-0.0101492797,0.006900,0.0015540016,-0.0202,-0.0191,0.0009667774,-0.0023237108,-0.024504,-0.026508
199005,361.23,11.5480,21.3967,0.4435699735,0.0774,0.0947,0.1041,0.0883,-0.0022618111,0.006800,0.0023273856,0.0415,0.0385,0.0013614467,-0.0024314050,0.097419,0.092408
199006,358.02,11.6630,21.2600,0.4429494323,0.0773,0.0926,0.1022,0.0864,-0.0005072745,0.006300,0.0054179567,0.0230,0.0216,0.0013508255,-0.0025342714,-0.006754,-0.008921
199007,356.15,11.7200,21.4200,0.4392124466,0.0762,0.0924,0.1020,0.0860,0.0048850583,0.006800,0.0038491147,0.0107,0.0102,0.0012984369,-0.0034740157,-0.004454,-0.006508
199008,322.56,11.7770,21.5800,0.4880735629,0.0745,0.0941,0.1041,0.0920,0.0014392103,0.006600,0.0092024540,-0.0419,-0.0292,0.0058277892,-0.0038832506,-0.090801,-0.094897
199009,306.05,11.8340,21.7400,0.5202896660,0.0736,0.0956,0.1064,0.0914,0.0013728769,0.006000,0.0083586626,0.0117,0.0091,0.0019847915,-0.0032591891,-0.048959,-0.051213
199010,304.00,11.9180,21.6067,0.5224519209,0.0717,0.0953,0.1074,0.0898,-0.0004706842,0.006800,0.0060286360,0.0215,0.0132,0.0044927639,-0.0026211334,-0.003597,-0.006110
199011,322.22,12.0020,21.4733,0.4985056551,0.0706,0.0930,0.1062,0.0858,0.0009098866,0.005700,0.0022471910,0.0402,0.0285,0.0024398922,-0.0026320853,0.064561,0.059897
199012,330.22,12.0860,21.3400,0.4844968599,0.0674,0.0905,0.1043,0.0844,-0.0018459075,0.006000,0.0000000000,0.0187,0.0167,0.0007945958,-0.0023382328,0.027987,0.024954
199101,343.93,12.0940,21.2067,0.4663077997,0.0622,0.0904,0.1045,0.0837,0.0007215596,0.005200,0.0059790732,0.0130,0.0150,0.0031935486,-0.0022499869,0.045001,0.043063
199102,367.07,12.1020,21.0733,0.4427204408,0.0594,0.0883,0.1007,0.0841,0.0012468960,0.004800,0.0014858841,0.0030,0.0121,0.0024313467,-0.0022466856,0.071565,0.067371
199103,375.22,12.1100,20.9400,0.4571255997,0.0591,0.0893,0.1009,0.0844,0.0032513958,0.004400,0.0014836795,0.0038,0.0108,0.0013750555,-0.0024701057,0.024354,0.022312
199104,375.35,12.1223,20.4300,0.4612395987,0.0565,0.0886,0.0994,0.0837,0.0057301566,0.005300,0.0014814815,0.0140,0.0138,0.0020727745,-0.0023251798,0.002268,0.000214
199105,389.83,12.1347,19.9200,0.4399669694,0.0546,0.0886,0.0986,0.0845,0.0069821048,0.004700,0.0029585799,0.0000,0.0039,0.0015851690,-0.0026470033,0.042930,0.038759
199106,371.16,12.1470,19.4100,0.4582437430,0.0557,0.0901,0.0996,0.0860,0.0142474894,0.004200,0.0029498525,-0.0063,-0.0018,0.0011798904,-0.0023828567,-0.045357,-0.047498
199107,387.81,12.1897,18.8800,0.4403567816,0.0558,0.0900,0.0989,0.0850,0.0148355528,0.004900,0.0014705882,0.0157,0.0167,0.0011053299,-0.0021621899,0.046526,0.044799
199108,395.43,12.2323,18.3500,0.4376396373,0.0533,0.0875,0.0965,0.0818,0.0173312983,0.004600,0.0029368576,0.0340,0.0275,0.0020376369,-0.0020694528,0.023885,0.019912
199109,387.86,12.2750,17.8200,0.4415318370,0.0522,0.0861,0.0951,0.0790,0.0232890440,0.004600,0.0043923865,0.0303,0.0271,0.0004746966,-0.0017709068,-0.016861,-0.019061
199110,392.46,12.2510,17.2033,0.4340034538,0.0499,0.0855,0.0949,0.0791,0.0255088958,0.004200,0.0014577259,0.0054,0.0043,0.0011256624,-0.0021871421,0.013458,0.011899
199111,375.22,12.2270,16.5867,0.4601544903,0.0456,0.0848,0.0945,0.0789,0.0306899470,0.003900,0.0029112082,0.0082,0.0106,0.0020490197,-0.0014274750,-0.040214,-0.043973
199112,417.09,12.2030,15.9700,0.4203444173,0.0407,0.0831,0.0926,0.0730,0.0318123844,0.003800,0.0007256894,0.0581,0.0436,0.0020495495,-0.0012532164,0.114089,0.111476
199201,408.79,12.2433,16.0433,0.4132296785,0.0380,0.0820,0.0913,0.0776,0.0319414665,0.003400,0.0014503263,-0.0324,-0.0173,0.0008724427,-0.0012723765,-0.018348,-0.019654
199202,412.70,12.2837,16.1167,0.4076305252,0.0384,0.0829,0.0923,0.0777,0.0335560213,0.002800,0.0036205648,0.0051,0.0096,0.0009132282,-0.0013307521,0.012865,0.009442
199203,403.69,12.3240,16.1900,0.4021060342,0.0404,0.0835,0.0925,0.0797,0.0419005380,0.003400,0.0050505051,-0.0094,-0.0073,0.0004697573,-0.0012508721,-0.019470,-0.021873
